App id,Review id,Sentence id,Sentence content,Feature (Positive),Feature (Neutral),Feature (Negative),Feature (All Annotated)
com.whatsapp,gp:AOqpTOGVngmRogBSxGLNHLUOQEO9u2woBH0Ymx6XYenx_5yCamjsA2nc6LWhm-awnYN0pwjU1qmMIcTQ-B8hBJQ,3,I'm not getting notifications properly.,,,getting notifications,getting notifications
com.whatsapp,gp:AOqpTOGVngmRogBSxGLNHLUOQEO9u2woBH0Ymx6XYenx_5yCamjsA2nc6LWhm-awnYN0pwjU1qmMIcTQ-B8hBJQ,4,Please fix this and I' ll give you a high 5!!,,,,
com.whatsapp,gp:AOqpTOGVngmRogBSxGLNHLUOQEO9u2woBH0Ymx6XYenx_5yCamjsA2nc6LWhm-awnYN0pwjU1qmMIcTQ-B8hBJQ,5,Cheerio till then :),,,,
com.whatsapp,gp:AOqpTOGoj5wurstl6ph33mKtcd_O6jRE5ZoY7c4iJJVzZxTs74Xc2Uzufz9Cc_zDwe4-TdD_J4-XroNVQd8F28w,1,Its very nice that it keeps people in touch who are far away from each other but it is also a distraction from other things !!,keeps people in touch,,,keeps people in touch
com.whatsapp,gp:AOqpTOGoj5wurstl6ph33mKtcd_O6jRE5ZoY7c4iJJVzZxTs74Xc2Uzufz9Cc_zDwe4-TdD_J4-XroNVQd8F28w,2,So only three stars !,,,,
com.whatsapp,gp:AOqpTOHKUfU6JAyZliiWP-CIPtBEtYvbXQJ-ZJ4gQ7AtVvYAun45q7MX3NMHYjOvqEOSsqaIluh8FaMYSkC0SgY,1,Permission should be asked before downloading media instead of downloading by itself.,,,,
com.whatsapp,gp:AOqpTOHKUfU6JAyZliiWP-CIPtBEtYvbXQJ-ZJ4gQ7AtVvYAun45q7MX3NMHYjOvqEOSsqaIluh8FaMYSkC0SgY,2,And if larger files could be transferred like over 50 mb then it would be great,,larger files could be transferred,,larger files could be transferred
com.whatsapp,gp:AOqpTOEG65BjKPpDVQgmZxmaf4BUjj9fPGfa2M4PZiRbCBFMjtAivCFFx1ykYhP65DHBVUtVz2thmv6Wdaud6dE,1,I loved it,,,,
com.whatsapp,gp:AOqpTOHudjbY2uOafsnPV79FD3XdH8fkdscUXf4zF3nU65lct0mlQNygZdtGLk63q1Z6OMZU_wykayxeexUZKPA,1,This app Is  still installing,,installing,,installing
com.whatsapp,gp:AOqpTOGs_d1bxSW6HtclUN_gEAyk5nUzmv0XVGE6lsFzbbWgl7OC6d7CiVrQkAXRrEX_I_0Ph7l08hi5exDXHSE,1,You need to prefix 0 to dial a phone number if it is an inter state call.,,,,
com.whatsapp,gp:AOqpTOGs_d1bxSW6HtclUN_gEAyk5nUzmv0XVGE6lsFzbbWgl7OC6d7CiVrQkAXRrEX_I_0Ph7l08hi5exDXHSE,2,But then the contact won't show up in Whatsapp unless u add +91.,,contact won't show up,,contact won't show up
com.whatsapp,gp:AOqpTOEFXIgQnxRD_Q6mL6mhildD9gcI81CjF_tiSp1LrdLbCPDZKcMtMU7eTCYdtpLGr1wlXvWI_3aVnR1mVPc,1,plz add stickers also like hike.,,stickers,,stickers
com.whatsapp,gp:AOqpTOEFXIgQnxRD_Q6mL6mhildD9gcI81CjF_tiSp1LrdLbCPDZKcMtMU7eTCYdtpLGr1wlXvWI_3aVnR1mVPc,2,Then it will be more fun.,,,,
com.whatsapp,lg:AOqpTOGyyyE7l-xv-9PskJg-wan6TVb9CbQf_THk5aHi4xIi7nZwWlm_3Z_ODBu2pQiQvZjA2SCPUgel8LlJbgs,1,just updated n got whatsapp calling option...called thru wifi but unable to hear second party....then i received one call i answered still same prob....i checked with my friends here in uae and india all r facing same prob plz fix it.,,updated;whatsapp calling option;called thru wifi;hear second party;received one call,,updated;whatsapp calling option;called thru wifi;hear second party;received one call
com.whatsapp,gp:AOqpTOGx0vD250v7yk5ZebUTeyimafTjgKHbbbdOZhi5cVIte4-eJ-MRDi-6IWPcRyLn7XUMcF17H8aUSkLLk3I,1,Just stick to your whatsapp because it's really cool.,,,,
com.whatsapp,gp:AOqpTOGx0vD250v7yk5ZebUTeyimafTjgKHbbbdOZhi5cVIte4-eJ-MRDi-6IWPcRyLn7XUMcF17H8aUSkLLk3I,2,Just this update thing I hate it.,,,update,update
com.whatsapp,gp:AOqpTOF-5oo9T_yMShW92tMhSHEzXDzRFvGE5XnDAL9GYeS8I9b8VC2kcm8yCd2eiGODeBB-f-vVxVONf10JTFQ,1,Works perfectly saves plenty money is just unbiliveble AMAZING TOP TOP 10,,,,
com.whatsapp,gp:AOqpTOFzRIADR8w_aBDw1ATej7OIbTdWdvcaE8mBOgKFC5tbbuQQA2D0EcrmzJEvKpu8AVp4fKdeQV15A4DiJgc,1,No new update,,update,,update
com.whatsapp,gp:AOqpTOFG14N2BmV689R4rDzUyGzMgtfror1lYd0PRkXo7Bzy_hvrLpgw1GbPm3b997729h2nQZ0p9tZuNaXs-oU,1,Best app but not a calling system,,calling system,,calling system
com.whatsapp,gp:AOqpTOG1mEFiLCNCdsh_kMtFREM_t6Tzc_9rCXZ-yzgD0qx09fb5P7PJdVgeMnHUMqKVq8JVgUJgZCwZhwUdh3k,1,Please update app as It cannot be updated on Samsung galaxy S3 for voice calls.,,update;updated;voice calls,,update;updated;voice calls
com.whatsapp,gp:AOqpTOG1mEFiLCNCdsh_kMtFREM_t6Tzc_9rCXZ-yzgD0qx09fb5P7PJdVgeMnHUMqKVq8JVgUJgZCwZhwUdh3k,2,ILL RATE IT 5...,,,,
com.whatsapp,gp:AOqpTOHReFCXPnxC2lX_84gdBOiLR-ttc0HywnoMRviLOMjYNJv8nM0GyVBOhOWn4Tfo9qbSQzV9P8YEDUKEwSg,1,This is xlent app.,,,,
com.whatsapp,gp:AOqpTOHReFCXPnxC2lX_84gdBOiLR-ttc0HywnoMRviLOMjYNJv8nM0GyVBOhOWn4Tfo9qbSQzV9P8YEDUKEwSg,2,frnds...every one should must install in your phone .,,install,,install
com.whatsapp,gp:AOqpTOGe3DNH1uZ8gsSEklnF_iDvxp94GOoi9Ydzf6TrAmPBQRx5qh6LalDcnxHukJ9M7IHhMx9FtjNhOvzlOc4,1,I love what SAP,,,,
com.whatsapp,gp:AOqpTOE_4d2LPUD0Keno76Ktmd3Ty9Mfy_lcApuXd57TMUmOgGUAw4AagabLLD-6YH9hNMDHsDTzV3JZWACy9aM,1,Please launch Beta version.,,,,
com.whatsapp,gp:AOqpTOE_4d2LPUD0Keno76Ktmd3Ty9Mfy_lcApuXd57TMUmOgGUAw4AagabLLD-6YH9hNMDHsDTzV3JZWACy9aM,2,&                 When will launch downloading whatsapp in memory card.,,,,
com.whatsapp,gp:AOqpTOG1s9cTUPxqbQE8B250SK0wVYNDRZLKTJDKdtgrQQdPj4XAfzrlMnSEwPRUIlZ3T01rVxU2Mbjz40y_Sqw,1,Packers and Movers Indore,,,,
com.whatsapp,gp:AOqpTOFxQVQQeVL8HbJsqLMzBjzu7NVEbq5ImwYfezZSMCCUv2gN9-_vnqUP_yZ6hyT1AVokkaHKpQ3p90O7HAM,1,I can call family in texas and Mexico.,,call family,,call family
com.whatsapp,gp:AOqpTOGG3Ih4rKrs4K7TmG0ywPDI6VeXPI6sZILlMDwyWU6HD1KTsb6eSbExZYl9j-ZGPo7YxrSHFG4YTVTNF6Y,1,Great chat block and talk hu,chat block,,,chat block
com.whatsapp,gp:AOqpTOEg5nYDj49dT79LaqM4ayaZM2HJDd2iSx0wZcFLuHbo5IBlaZ_--x5AUTMLKNaB-FmgFu3pOwAhNInfvug,1,Plz...........download it fast,,,,
com.whatsapp,gp:AOqpTOFe-BJ-4m-0BLH8bSoxryhfKV9n8i5O2czE4pdBcD4smF64Oz11mEb9l_bXpXegoIuPxN7En-OXAlbrS1E,1,Whatever you guys do whatsapp + stays better unless you cooperate with whatsapp + team or at least put all whatsapp + features and options in your app...if it wasn't necessary for my work I wouldn't have downloaded the normal whatsapp since its not rich in options like its 3rd party brother brother was,,,,
com.whatsapp,gp:AOqpTOH1shvPc9Py_Obbc1hZunijx93SOFMbi0LTRojH84ezB-lVETwRlrTekfzApDZPRUO_edcPCjXl02AwMh4,1,Like the new calling option  but a ridiculous  place to put the button as keep pressing by mistake when trying to send  a photo or video!,,calling option;send  a photo;send video,button,calling option;send  a photo;send video;button
com.whatsapp,gp:AOqpTOH1shvPc9Py_Obbc1hZunijx93SOFMbi0LTRojH84ezB-lVETwRlrTekfzApDZPRUO_edcPCjXl02AwMh4,2,Needs repositioning ASAP!,,,,
com.whatsapp,gp:AOqpTOHzkbXPbOEGKfW_zPfokqPys1TDp-i5qZt1kck6B3_Xy3vHzeNlfk_MMMdV408PSHZcgWOE9Oqgdni8IQw,1,where my whatsapp.,,,,
com.whatsapp,gp:AOqpTOHzkbXPbOEGKfW_zPfokqPys1TDp-i5qZt1kck6B3_Xy3vHzeNlfk_MMMdV408PSHZcgWOE9Oqgdni8IQw,2,kmk dah install whatsapp...tapi xpat,,install,,install
com.whatsapp,gp:AOqpTOHZ_gEumzpbdVmQXPphVYLJkA5A3AHgyluScR4JkAC6m5-zh6qvB691UT3dbR-tHHCjsxxd2gPYuBPN0Gk,1,It is a very good.,,,,
B005ZXWMUS,AZFD9X1QH49M4,1,if you don't have this in your library for apps then you need to get it today is one app that I would get.,,,,
B005ZXWMUS,AZFD9X1QH49M4,2,To be honest I would tell everybody I know to get it to complete their movie experience!!!!,,movie,,movie
B005ZXWMUS,A1F66F1M3B2OKI,1,out of no where the video will freeze up for a few minutes then after that it will force close.,,video,,video
B005ZXWMUS,A1F66F1M3B2OKI,2,I have to go through that a couple of times but other than that it is very great (:,,,,
B005ZXWMUS,A2AVUADUI8PHVP,1,awesome app but first you have to log out and in but still awesome app you should get it it is great,,log out;log in,,log out;log in
B005ZXWMUS,A122BA3N0CTMSR,1,I have been a member of Netflix for several years.,,,,
B005ZXWMUS,A122BA3N0CTMSR,2,I enjoy the service and they have an excellent selection and wide variety of movies and shows.,,movies;shows,,movies;shows
B005ZXWMUS,A22544DDR0RCH3,1,"I haven't really used this yet, I have been just streaming free shows and movies from my kindle fire.",,streaming free shows;streaming movies,,streaming free shows;streaming movies
B005ZXWMUS,A22544DDR0RCH3,2,We shall see.,,,,
B005ZXWMUS,AY3VQFC2JE3LR,1,i love netflex it is.awesome it works VERY well i love.it i watch all my.movies.nd.shows on this.its better than red box or hulu but tht is my opinion,,watch all my.movies;watch shows,,watch all my.movies;watch shows
B005ZXWMUS,A3PG37E8VPCLNG,1,Love it Love it.,,,,
B005ZXWMUS,A3PG37E8VPCLNG,2,Did I say I love.,,,,
B005ZXWMUS,A3PG37E8VPCLNG,3,I got a Roku1 and watched a couple things on my 50 inch screen TV.,,watched a couple things,,watched a couple things
B005ZXWMUS,A3PG37E8VPCLNG,4,That was great.,,,,
B005ZXWMUS,A3PG37E8VPCLNG,5,I did have it free on my once during a movie.,,movie,,movie
B005ZXWMUS,A3PG37E8VPCLNG,6,"I checked the internet connection, which was fine and it restarted ok.",,,,
B005ZXWMUS,A3PG37E8VPCLNG,7,Have watched tons of things on my fire taplet and my Iphone.,,watched tons of things,,watched tons of things
B005ZXWMUS,A3PG37E8VPCLNG,8,Very entertaining when I am bored.,,,,
B005ZXWMUS,A1PGC1GEBY9CZU,1,I'm rather disappointed in that I cannot arrange and rearrange my queue.,,,arrange my queue;rearrange my queue,arrange my queue;rearrange my queue
B005ZXWMUS,A1PGC1GEBY9CZU,2,This app is basically allowing the user to stream a movie.,,stream a movie,,stream a movie
B005ZXWMUS,A1PGC1GEBY9CZU,3,"That's nice, but I would really like more.",,,,
B005ZXWMUS,A2T1QWVMZXK5U6,1,i dont know why i keep the service honestly.,,,,
B005ZXWMUS,A2T1QWVMZXK5U6,2,i am constantly frustrated by the lack of material available on the streaming plan... ESPECIALLY when it says that the disc is availablce!,,,streaming plan,streaming plan
B005ZXWMUS,A2T1QWVMZXK5U6,3,i have an idea... how bout you burn that onto your servers and make it available?,,,,
B005ZXWMUS,A2T1QWVMZXK5U6,4,"the lack of availability on streaming doesn't make me want to upgrade, it just pisses me off.",,upgrade,availability on streaming,availability on streaming;upgrade
B005ZXWMUS,A1AG9WWL23Z44A,1,"Device limitations, I pay for it and don't even watch it because it has nothing I like on it.",,watch,,watch
B005ZXWMUS,A1AG9WWL23Z44A,2,"My daughter started to pay for it because I was going to discontinue it, so if that tells you anything.......You can only use two devices at a time and that really sucks.",,,use two devices at a time,use two devices at a time
B005ZXWMUS,AY0C0497DFO6E,1,I love the season of TV shows they have.,season of TV shows,,,season of TV shows
B005ZXWMUS,AY0C0497DFO6E,2,Am watching Supernatural that has 7 seasons.,,watching Supernatural,,watching Supernatural
B005ZXWMUS,AY0C0497DFO6E,3,They keep it updated.,,,,
B005ZXWMUS,AY0C0497DFO6E,4,There is 7 seasons and the show just got done with season 8.,,show,,show
B005ZXWMUS,AY0C0497DFO6E,5,And there are alot of shows that had only 1 season.,,shows,,shows
B005ZXWMUS,AY0C0497DFO6E,6,"They are rated good, too bad they only ran for 1 season.",,,,
B005ZXWMUS,AY0C0497DFO6E,7,Alot of choices!!,,,,
B005ZXWMUS,AY0C0497DFO6E,8,Reasonable price for streaming!!,streaming,,,streaming
B005ZXWMUS,ATY61RHAWP238,1,Was a decent app now no video and frequent errors.,,video,,video
B005ZXWMUS,ATY61RHAWP238,2,This must be fixed soon or I will  end my service,,,,
B005ZXWMUS,A2DZXCC9PBIDUL,1,it works good and is a good app.,,,,
B005ZXWMUS,A2DZXCC9PBIDUL,2,until it glitches out and doesn't work on your kindle anymore.,,,,
B005ZXWMUS,A2DZXCC9PBIDUL,3,even if you reinstall it doesn't work.,,reinstall,,reinstall
B005ZXWMUS,A2DZXCC9PBIDUL,4,enjoy it while it lasts.,,,,
B005ZXWMUS,A1FV8676QY6P7C,1,Needs more variety in newer movies.,,variety in newer movies,,variety in newer movies
B005ZXWMUS,A1FV8676QY6P7C,2,Also some foreign newbies would be interesting.,,,,
B005ZXWMUS,A1FV8676QY6P7C,3,I prefer to join periodically rather then continuous to allow them to build up a new supply of movies.,,movies,,movies
B005ZXWMUS,A1AU4CNWHAOM1B,1,its a really cool app most of the time but I hats when it wont load so I uninstalles it with the plans of reinstalling it to see if it could get off the title page but now I cant reinstall it for whatever reason and it makes me really mad :l so then I try to search it on the appstore since it wont let me reinstall it on the homepage that dosen't work either ANDNOWIWANTTOSCREAMIHATETHISIHATETHISTHATETHISBUTIREALLWISHITWOUKDWORK,,,load;uninstalles;reinstalling;reinstall;reinstall,load;uninstalles;reinstalling;reinstall;reinstall
B005ZXWMUS,A3V43N88IBBLB0,1,"Netflix is great you can watch movies on the with your phone, kindle fire or your computer , laptop or just sitting at home!",watch movies,,,watch movies
B005ZXWMUS,A3V43N88IBBLB0,2,It's very affordable and kids love it !,,,,
B005ZXWMUS,A3V43N88IBBLB0,3,It's the best thing you can buy because every one in the family can watch what they like.,watch what they like,,,watch what they like
B005ZXWMUS,A3V43N88IBBLB0,4,Try it you love it :),,,,
B005ZXWMUS,A3CBT1WW7CRIK1,1,App works real well.,,,,
B005ZXWMUS,A3CBT1WW7CRIK1,2,It sometimes 'hangs' and I have had to shut down and restart my Kindle Fire.,,,,
B005ZXWMUS,A3CBT1WW7CRIK1,3,I do like being able to control the volume from within the app.,control the volume,,,control the volume
B005ZXWMUS,A3CBT1WW7CRIK1,4,I also like the 10 second 'rewind' button.,10 second 'rewind' button,,,10 second 'rewind' button
B005ZXWMUS,A1XUOC0CITO9AP,1,I enjoy watching all the genres available.,watching all the genres,,,watching all the genres
B005ZXWMUS,A1XUOC0CITO9AP,2,"One can choose from documentaries, TV shows both old and current, movies and biographies.",,documentaries;TV shows;movies;biographies,,documentaries;TV shows;movies;biographies
B005ZXWMUS,A1XUOC0CITO9AP,3,My grandchild loves to watch her shows and I can catch my favorites without commercial interruption.,watch her shows;catch my favorites,commercia interruption,,watch her shows;catch my favorites;commercia interruption
B005ZXWMUS,A25WY75KASYJUK,1,"I have a Netflix subscription for home use and found that when I want to catch up on an old television series or movie, it was great to have it on my Kindle and take it to the gym and watch it while I'm on the treadmill.",Netflix subscription;catch up on an old television series;catch up on an old movie,watch,,Netflix subscription;catch up on an old television series;catch up on an old movie;watch
B005ZXWMUS,A25WY75KASYJUK,2,40-45 minutes flew by while jogging!,,,,
B005ZXWMUS,A2UT2DUQ23UR8O,1,If I pause a movie and come back to it later then it only plays sound and a black screen.,,pause a movie;plays sound;black screen,,pause a movie;plays sound;black screen
B005ZXWMUS,A2UT2DUQ23UR8O,2,To fix the problem I have to uninstall the app...turn the kindle off...turn back on...then reinstall the app.,,uninstall;reinstall,,uninstall;reinstall
B005ZXWMUS,A2UT2DUQ23UR8O,3,"Netflix works on iPhone, Samsung tablet, and home computer with no problems...just having problems with Netflix on kindle fire.",,,,
B005ZXWMUS,A310KT1UQC5UNU,1,"This is the one app that, without fail, gets used in our house EVERYDAY!",,,,
B005ZXWMUS,A310KT1UQC5UNU,2,"If one of my children aren't watching something on their Kindle Fires with Netflix, then my husband or I are.",,watching,,watching
B005ZXWMUS,A310KT1UQC5UNU,3,This app allows you to quickly and easily access Netflix content that is available for streaming.,access Netflix content,streaming,,access Netflix content;streaming
B005ZXWMUS,A310KT1UQC5UNU,4,"My kids have all but given up on watching television, as they can watch what they want when they want on Netflix.",,watch what they want,,watch what they want
B005ZXWMUS,A310KT1UQC5UNU,5,I highly recommend this app.,,,,
B005ZXWMUS,A310KT1UQC5UNU,6,The best part is it's FREE.,,,,
B005ZXWMUS,AWD711SJICP6S,1,Thanks to this app I can watch Netflix on my Pandigital tablet.,,watch Netflix,,watch Netflix
B005ZXWMUS,AWD711SJICP6S,2,"It did not come preloaded like it is on other tablets, I am very happy with this app.",,,,
B005ZXWMUS,A23ZAR7GNAGU0Q,1,I watched my first program on Netflix yesterday.,,watched my first program,,watched my first program
B005ZXWMUS,A23ZAR7GNAGU0Q,2,It was amazing and I was able to contol it just like on television.,,contol it just like on television,,contol it just like on television
B005ZXWMUS,A23ZAR7GNAGU0Q,3,i can not wait to watch my next program.,,watch my next program,,watch my next program
B005ZXWMUS,A3PJEHMIC5WFU3,1,Great having all the movies you like at the top of your fingers.,having all the movies you like,,,having all the movies you like
B005ZXWMUS,A3PJEHMIC5WFU3,2,One price and watch all you want.,,watch,,watch
B005ZXWMUS,A20GKRU4A3D9F5,1,this is by far easier than Amazon PRime  interms of streaming options ie we can stream at .3 gb/hour versus HD ONLY at 1-2.3 GB.,stream,,,stream
B005ZXWMUS,AYUX6ZIX1RWFV,1,I have netflix on my phone and computer but now that i have it on my kindle fire it gives me a reason to workout longer at the gym!,,,,
B005ZXWMUS,A1Q89SQ22VMBDF,1,I like Netflix but I wish they would submit less violent movies.,, violent movies,, violent movies
B005ZXWMUS,A1Q89SQ22VMBDF,2,I enjoy comedy and mystery but not as much violence.,comedy;mystery,violence,,comedy;mystery;violence
B005ZXWMUS,AEKE571ZKRFV0,1,We have used Netflix for a couple of years but just recently started watching it on our portable devices since it can be watched on anything with an internet connection.Internet speeds do not have to be as fast with Netflix as they do with Amazon Prime.,,watching it on our portable devices;watched on anything with an internet connection,,watching it on our portable devices;watched on anything with an internet connection
B005ZXWMUS,A5WZZWIKL9DGY,1,The app worked generally as expected the first launch.But today it required that I log in again (why I was logged out is unknown) then crashes after a login timeout.,,log in;logged out;login,,log in;logged out;login
B005ZXWMUS,A5WZZWIKL9DGY,2,It's unusable at the moment.,,,,
B005ZXWMUS,A2KLZTW6DTQTJX,1,Has new movie best seletion of TV shows update everyday  and the best thing of is I can see it any where,movie best seletion of TV show;update,,,movie best seletion of TV show;update
B005ZXWMUS,ATV98C1TNKT7L,1,I have not had the other issues that other reviewers mentioned.,,,,
B005ZXWMUS,ATV98C1TNKT7L,2,This app works very well for me.,,,,
B005ZXWMUS,A33VSX4TE9B8CZ,1,There are so many choices for everyone's liking and the the fact you can watch as many as you want for a very small monthly fee is awesome and you can watch from just about any device where you have internet.,watch as many as you want,watch from just about any device,,watch as many as you want;watch from just about any device
B005ZXWMUS,A33VSX4TE9B8CZ,2,Anyone who loves watching movies or tv series should subscribe.,,watching movies;watching tv series,,watching movies;watching tv series
B005ZXWMUS,A33VSX4TE9B8CZ,3,Five star all the way.,,,,
B005ZXWMUS,A33VSX4TE9B8CZ,4,Thank you netflix,,,,
B005ZXWMUS,A21NWQINRY029L,1,Same old movies.,,old movies,,old movies
B005ZXWMUS,A21NWQINRY029L,2,They don't add any NEW movies.,,movies,,movies
B005ZXWMUS,A21NWQINRY029L,3,I would like to see more new movies.,,see more new movies,,see more new movies
B005ZXWMUS,ARL7UTYLGJGSS,1,I cant get it to work properly on my tablet.,,,,
B005ZXWMUS,ARL7UTYLGJGSS,2,It continues to give me constant error messages then restarts my browser.,,give me constant error messages,,give me constant error messages
B005ZXWMUS,ARL7UTYLGJGSS,3,I hats it.,,,,
B005ZXWMUS,A197O5DOQS83DW,1,Good catalogue and good service.,catalogue,,,catalogue
B005ZXWMUS,A30OLARACVD8GW,1,I've been a Netflix customer for many years and it's fantastic and the app works great on the Kindle Fire.,,,,
B005ZXWMUS,A3OPSV4EUT7VWP,1,I should not do this review because I haven't used this yet.,,,,
B005ZXWMUS,A3OPSV4EUT7VWP,2,I may decide not to use it because I don't want 2 netflix bills!,,,,
B005ZXWMUS,AKMWVT3AGHD49,1,A great alternative to paying the high prices for pay channels.,,,,
B005ZXWMUS,AKMWVT3AGHD49,2,I can pick and choose what I want to watch and when I want to watch it.,,choose what I want to watch;choose when I want to watch,,choose what I want to watch;choose when I want to watch
B005ZXWMUS,A2G4SLNDW3R0PQ,1,Have no problems here.,,,,
B005ZXWMUS,A2G4SLNDW3R0PQ,2,"Works great, looks great (with decent signal, of course).",,,,
B005ZXWMUS,A2G4SLNDW3R0PQ,3,If you are having issues with the app on kindle fire then post your review on the kindle fire app version!,,,,
B005ZXWMUS,A27TW16XNCBIXM,1,Netflix has a huge variety of programs to choose from right at your finger tips and at an amazing cost.,programs to choose,,,programs to choose
B005ZXWMUS,A23UWNQ7TYEY0S,1,My family loves Netflix!!,,,,
B005ZXWMUS,A23UWNQ7TYEY0S,2,It has never given us problems on our Kindle Fire.,,,,
B005ZXWMUS,A23UWNQ7TYEY0S,3,The only thing we tend to forget about is not being in a wi-fi spot!,,,,
B005ZXWMUS,ARDEL4DT3FWSR,1,It works well on my Kindle Fire.,,,,
B005ZXWMUS,ARDEL4DT3FWSR,2,It's nice to be able to start watching on my Kindle something I stopped watching on my TV.,start watching,,,start watching
B005ZXWMUS,A3TEZ1JTWWT44Q,1,sound is in sync.,,sound is in sync,,sound is in sync
B005ZXWMUS,A3TEZ1JTWWT44Q,2,very good app.,,,,
B005ZXWMUS,A3TEZ1JTWWT44Q,3,they updated it so now the grey tab bar is gone.,,updated;grey tab bar,,updated;grey tab bar
B005ZXWMUS,A3TEZ1JTWWT44Q,4,video quality is great it just takes a second.,video,,,video
B005ZXWMUS,A33RSI1J351UG1,1,This is a great app!,,,,
B005ZXWMUS,A33RSI1J351UG1,2,This app allows you to bring netflix where ever you go!,,,,
B005ZXWMUS,A33RSI1J351UG1,3,The videos load very fast and look good!,videos load,,,videos load
B005ZXWMUS,A33RSI1J351UG1,4,The sound is great depending on the device you have.,sound,,,sound
B005ZXWMUS,A33RSI1J351UG1,5,The only downside to this app is you do need to acess the internet to watch the videos.,,,watch the videos,watch the videos
B005ZXWMUS,A2CW1R7BKJ0WVM,1,I down loaded it by mistake.,,,,
B005ZXWMUS,A2CW1R7BKJ0WVM,2,I have no interest in Netflix.,,,,
B005ZXWMUS,A2CW1R7BKJ0WVM,3,I will read it next time.,,,,
B005ZXWMUS,A2CW1R7BKJ0WVM,4,Thanks any way.,,,,
B005ZXWMUS,A270VAYE5XRSA5,1,netflix sucks and isn't the best for a kindle fire.you shouldn't waste your money on it.trust me!!!!!!!,,,,
B005ZXWMUS,A270VAYE5XRSA5,2,I only gave it one star,,,,
B005ZXWMUS,A1YXEUEV0TF35H,1,My daughter has this on her Nabi Tablet and it keeps her busy after homework time of course.,,,,
B005ZXWMUS,A1YXEUEV0TF35H,2,"Lots of things to choose from for her to watch,",,watch,,watch
B005ZXWMUS,A1TH0NB75RZO1A,1,very convenient to have mobile,,,,
B005ZXWMUS,A1L3JP4AB1M8U,1,Works just like it does on the tv.,,,,
B005ZXWMUS,A1L3JP4AB1M8U,2,If you have problems with the app just shut down your kindle and turn it back on.,,,,
B005ZXWMUS,A1ANGD4LDYQNZ5,1,"When i first reviewed Netflix on the kindle fire i gave it only 3 stars because of serious audio issues with the player but they have since patched it and it works perfectly now, they even got rid of the black bar at the bottom of the screen...so good job Netflix!",,audio;player;black bar,,audio;player;black bar
B005ZXWMUS,A19VZ41OWL5PQO,1,I'm so pleased that Netflix is available for the iphone.,,,,
B005ZXWMUS,A19VZ41OWL5PQO,2,It is easy to use and always there when I want it.,,,,
B005ZXWMUS,A6KV1UJOWAVD,1,have had Netflix for a long time also get so of my movie from them great deal great movie A,,movie,,movie
B005ZXWMUS,A3AJVMU3HM79XG,1,The app works great for me with a couple exceptions.,,,,
B005ZXWMUS,A3AJVMU3HM79XG,2,Scrolling through movies is a chore as sometimes the row won't scroll when you touch it and once in awhile it says cannot retrieve info and will make me log back in.,,row won't scroll;says cannot retrieve info,Scrolling through movies,row won't scroll;says cannot retrieve info;Scrolling through movies
B005ZXWMUS,A3AJVMU3HM79XG,3,Knock on wood it always accepts my password and I am back up and running.,,accepts my password,,accepts my password
B005ZXWMUS,A3AJVMU3HM79XG,4,I love this app and recommend it if you have a netflix account and a device.,,netflix account,,netflix account
B005ZXWMUS,A1029QPGAKN80T,1,"Sometimes the choice of movies leave a great deal to be desired but now that I have found the Korean movies, especially the TV series by Studio 15, we have some very fine story lines and acting.",,movies;Korean movies;TV series;choice of movies,,movies;Korean movies;TV series;choice of movies
B005ZXWMUS,A1029QPGAKN80T,2,They are movies you can watch with the family and not be embarassed.,,movies you can watch,,movies you can watch
B005ZXWMUS,A1029QPGAKN80T,3,Chong Park's music is delightful.,Chong Park's music,,,Chong Park's music
B005ZXWMUS,A1029QPGAKN80T,4,I was brought up being told I was Irish American but secretly I believe I am Korean.,,,,
B005ZXWMUS,AGE5ZYHVBLCI,1,"I've had Netflix for many years, now that they are producing their own original content, it has only gotten better.",,,,
B005ZXWMUS,AGE5ZYHVBLCI,2,I would love it if they had a little more updated movies,,updated movies,,updated movies
B005ZXWMUS,A022410133YCDOZIC7OL2,1,"I chose to rate Netflix with 5 stars because I enjoy the varied options to choose between TV shows (especially those out of the UK and Austrailia), movies that build on faith and values which can be watched with any member of the family, and the ease of use.I recommend it to those who tend to those who prefer less sex and violence.","options to choose between TV shows,movies",,,"options to choose between TV shows,movies"
B005ZXWMUS,A022410133YCDOZIC7OL2,2,I also recommend it to those who enjoy a good movie/program with a message for the good.,movie;program,,,movie;program
B005ZXWMUS,AK0TAHAV2D5FV,1,For the price you cant beat it you can watch just about anything although some things I looked for were not available.,,watch just about anything,,watch just about anything
B005ZXWMUS,AK0TAHAV2D5FV,2,I think they have improved a great deal.,,,,
B005ZXWMUS,A3OGSMUJTCC9MY,1,"The app works fine, but Netflix doesn't have much to offer.",,,,
B005ZXWMUS,A3OGSMUJTCC9MY,2,"There are no commercials and that is a plus over Hulu, but it doesn't have enough recognizable movies.",,have enough recognizable movies,,have enough recognizable movies
B005ZXWMUS,A3OGSMUJTCC9MY,3,Everything is either old or unheard of.,,,,
B005ZXWMUS,A3OGSMUJTCC9MY,4,"I can watch TV shows that missed, but not all of them.",,watch TV shows,,watch TV shows
B005ZXWMUS,A3OGSMUJTCC9MY,5,"It does stream movies smoother if you have a slower modem, unlike Hulu.",,stream movies,,stream movies
